img_id,ty,mod,orig_id,sdir_id,coord_z,coord_y,coord_x
inj_2436,inj,diffusion,LIDC-IDRI-0275,2,80,365,121
inj_2437,inj,diffusion,LIDC-IDRI-0276,3,61,159,178
inj_2438,inj,diffusion,LIDC-IDRI-0278,2,126,336,161
inj_2439,inj,diffusion,LIDC-IDRI-0278,2,82,213,161
inj_244,inj,diffusion,LIDC-IDRI-0131,3000694,76,340,393
inj_2440,inj,diffusion,LIDC-IDRI-0280,2,45,283,122
inj_2441,inj,diffusion,LIDC-IDRI-0281,6,70,412,318
inj_2442,inj,diffusion,LIDC-IDRI-0282,2,51,337,384
inj_2443,inj,diffusion,LIDC-IDRI-0282,2,62,321,107
inj_2444,inj,diffusion,LIDC-IDRI-0283,3,36,261,305
inj_2445,inj,diffusion,LIDC-IDRI-0284,4,77,333,102
inj_2446,inj,diffusion,LIDC-IDRI-0284,4,23,278,285
inj_2447,inj,diffusion,LIDC-IDRI-0284,4,53,159,202
inj_2449,inj,diffusion,LIDC-IDRI-0286,2,99,274,371
inj_2450,inj,diffusion,LIDC-IDRI-0286,2,45,216,346
inj_2451,inj,diffusion,LIDC-IDRI-0287,6,32,245,204
inj_2452,inj,diffusion,LIDC-IDRI-0288,2,165,376,332
inj_2453,inj,diffusion,LIDC-IDRI-0288,2,160,361,322
inj_2454,inj,diffusion,LIDC-IDRI-0289,4,59,251,394
inj_2455,inj,diffusion,LIDC-IDRI-0289,4,90,308,353
inj_2456,inj,diffusion,LIDC-IDRI-0290,2,27,354,148
inj_2457,inj,diffusion,LIDC-IDRI-0290,2,45,308,375
inj_2458,inj,diffusion,LIDC-IDRI-0290,2,41,359,215
inj_2459,inj,diffusion,LIDC-IDRI-0291,2,189,281,175
inj_2461,inj,diffusion,LIDC-IDRI-0294,3000019,80,415,87
inj_2462,inj,diffusion,LIDC-IDRI-0297,1530,258,128,118
inj_2463,inj,diffusion,LIDC-IDRI-0297,1530,352,395,328
inj_2466,inj,diffusion,LIDC-IDRI-0298,3000663,58,282,223
inj_2468,inj,diffusion,LIDC-IDRI-0298,3000663,108,276,311
inj_2469,inj,diffusion,LIDC-IDRI-0298,3000663,38,284,370
inj_2470,inj,diffusion,LIDC-IDRI-0299,31061,174,277,98
inj_2471,inj,diffusion,LIDC-IDRI-0299,31061,88,263,231
inj_2472,inj,diffusion,LIDC-IDRI-0299,31061,151,311,221
inj_2473,inj,diffusion,LIDC-IDRI-0299,31061,84,323,153
inj_2476,inj,diffusion,LIDC-IDRI-0301,30805,346,328,154
inj_2477,inj,diffusion,LIDC-IDRI-0301,30805,296,172,168
inj_2478,inj,diffusion,LIDC-IDRI-0302,30773,191,355,178
inj_2480,inj,diffusion,LIDC-IDRI-0305,2,61,148,257
inj_2481,inj,diffusion,LIDC-IDRI-0305,2,52,349,188
inj_2482,inj,diffusion,LIDC-IDRI-0308,32236,284,210,405
inj_2486,inj,diffusion,LIDC-IDRI-0309,3000284,23,312,201
inj_2487,inj,diffusion,LIDC-IDRI-0312,2,179,386,415
inj_2488,inj,diffusion,LIDC-IDRI-0312,2,134,196,424
inj_2489,inj,diffusion,LIDC-IDRI-0312,2,199,384,99
inj_25,inj,diffusion,LIDC-IDRI-0012,3000561,49,175,331
inj_2501,inj,diffusion,LIDC-IDRI-0318,1785,212,259,49
inj_2502,inj,diffusion,LIDC-IDRI-0319,3000030,155,224,453
inj_2504,inj,diffusion,LIDC-IDRI-0320,3000044,88,249,143
inj_2505,inj,diffusion,LIDC-IDRI-0321,2,83,270,357
inj_2506,inj,diffusion,LIDC-IDRI-0321,2,95,292,377
inj_2507,inj,diffusion,LIDC-IDRI-0321,2,134,390,155
inj_257,inj,diffusion,LIDC-IDRI-0135,3,61,174,119
inj_258,inj,diffusion,LIDC-IDRI-0135,3,36,280,378
inj_259,inj,diffusion,LIDC-IDRI-0135,3,60,345,197
inj_26,inj,diffusion,LIDC-IDRI-0012,3000561,50,193,366
inj_260,inj,diffusion,LIDC-IDRI-0135,3,67,245,108
inj_261,inj,diffusion,LIDC-IDRI-0135,3,22,211,329
inj_268,inj,diffusion,LIDC-IDRI-0137,3,115,395,338
inj_269,inj,diffusion,LIDC-IDRI-0139,3000692,64,291,367
inj_27,inj,diffusion,LIDC-IDRI-0012,3000561,71,371,169
inj_270,inj,diffusion,LIDC-IDRI-0141,5606,160,184,105
inj_271,inj,diffusion,LIDC-IDRI-0141,5606,156,188,118
inj_272,inj,diffusion,LIDC-IDRI-0141,5606,51,358,169
inj_273,inj,diffusion,LIDC-IDRI-0142,5593,140,337,135
inj_274,inj,diffusion,LIDC-IDRI-0142,5593,235,357,166
inj_277,inj,diffusion,LIDC-IDRI-0144,3000703,96,223,408
inj_278,inj,diffusion,LIDC-IDRI-0145,3000668,51,246,391
inj_28,inj,diffusion,LIDC-IDRI-0012,3000561,57,205,319
inj_282,inj,diffusion,LIDC-IDRI-0147,3313,105,372,98
inj_283,inj,diffusion,LIDC-IDRI-0147,3313,85,409,147
inj_285,inj,diffusion,LIDC-IDRI-0147,3313,105,315,114
inj_286,inj,diffusion,LIDC-IDRI-0147,3313,88,365,98
inj_288,inj,diffusion,LIDC-IDRI-0149,4,72,186,402
inj_289,inj,diffusion,LIDC-IDRI-0149,4,45,374,231
inj_29,inj,diffusion,LIDC-IDRI-0012,3000561,45,379,167
inj_290,inj,diffusion,LIDC-IDRI-0149,4,59,409,377
inj_292,inj,diffusion,LIDC-IDRI-0149,4,63,403,368
inj_293,inj,diffusion,LIDC-IDRI-0149,4,90,412,334
inj_294,inj,diffusion,LIDC-IDRI-0149,4,71,403,158
inj_295,inj,diffusion,LIDC-IDRI-0149,4,93,401,211
inj_298,inj,diffusion,LIDC-IDRI-0155,3000645,68,243,170
inj_3,inj,diffusion,LIDC-IDRI-0005,3000548,56,403,132
inj_30,inj,diffusion,LIDC-IDRI-0012,3000561,83,210,140
inj_300,inj,diffusion,LIDC-IDRI-0158,3000737,198,239,251
inj_301,inj,diffusion,LIDC-IDRI-0158,3000737,109,290,125
inj_304,inj,diffusion,LIDC-IDRI-0159,3,66,220,124
inj_305,inj,diffusion,LIDC-IDRI-0160,3,68,342,418
inj_307,inj,diffusion,LIDC-IDRI-0161,2,178,349,402
inj_308,inj,diffusion,LIDC-IDRI-0161,2,167,174,381
inj_31,inj,diffusion,LIDC-IDRI-0012,3000561,75,221,395
inj_311,inj,diffusion,LIDC-IDRI-0164,2,115,323,344
inj_312,inj,diffusion,LIDC-IDRI-0164,2,132,290,400
inj_313,inj,diffusion,LIDC-IDRI-0164,2,99,277,408
inj_314,inj,diffusion,LIDC-IDRI-0164,2,136,370,212
inj_317,inj,diffusion,LIDC-IDRI-0164,2,173,308,243
inj_318,inj,diffusion,LIDC-IDRI-0165,2,13,310,182
inj_32,inj,diffusion,LIDC-IDRI-0012,3000561,61,221,370
inj_320,inj,diffusion,LIDC-IDRI-0167,2,72,152,381
inj_322,inj,diffusion,LIDC-IDRI-0168,2,122,248,396
inj_323,inj,diffusion,LIDC-IDRI-0168,2,166,234,124
inj_324,inj,diffusion,LIDC-IDRI-0169,2,109,364,153
inj_325,inj,diffusion,LIDC-IDRI-0169,2,142,221,148
inj_326,inj,diffusion,LIDC-IDRI-0171,3,53,289,375
inj_327,inj,diffusion,LIDC-IDRI-0171,3,57,282,391
inj_328,inj,diffusion,LIDC-IDRI-0171,3,46,238,379
inj_329,inj,diffusion,LIDC-IDRI-0171,3,42,185,157
inj_330,inj,diffusion,LIDC-IDRI-0171,3,24,347,196
inj_332,inj,diffusion,LIDC-IDRI-0176,2,48,311,129
inj_333,inj,diffusion,LIDC-IDRI-0176,2,42,245,176
inj_334,inj,diffusion,LIDC-IDRI-0176,2,130,362,140
inj_335,inj,diffusion,LIDC-IDRI-0177,3,45,341,139
inj_338,inj,diffusion,LIDC-IDRI-0179,2,33,327,177
inj_339,inj,diffusion,LIDC-IDRI-0179,2,53,279,138
inj_340,inj,diffusion,LIDC-IDRI-0179,2,35,279,108
inj_341,inj,diffusion,LIDC-IDRI-0179,2,21,280,220
inj_343,inj,diffusion,LIDC-IDRI-0179,2,23,363,198
inj_344,inj,diffusion,LIDC-IDRI-0179,2,28,348,161
inj_345,inj,diffusion,LIDC-IDRI-0179,2,20,302,231
inj_347,inj,diffusion,LIDC-IDRI-0181,3,62,224,185
inj_348,inj,diffusion,LIDC-IDRI-0181,3,60,378,392
inj_349,inj,diffusion,LIDC-IDRI-0182,3,76,296,143
inj_35,inj,diffusion,LIDC-IDRI-0016,3000580,32,288,146
inj_350,inj,diffusion,LIDC-IDRI-0182,3,78,371,166
inj_353,inj,diffusion,LIDC-IDRI-0185,8,57,197,152
inj_354,inj,diffusion,LIDC-IDRI-0185,8,40,213,170
inj_355,inj,diffusion,LIDC-IDRI-0185,8,78,336,240
inj_356,inj,diffusion,LIDC-IDRI-0185,8,68,183,137
inj_357,inj,diffusion,LIDC-IDRI-0185,8,99,307,115
inj_359,inj,diffusion,LIDC-IDRI-0186,3,62,130,344
inj_36,inj,diffusion,LIDC-IDRI-0016,3000580,45,199,384
inj_361,inj,diffusion,LIDC-IDRI-0187,2,47,337,153
inj_362,inj,diffusion,LIDC-IDRI-0187,2,49,313,387
inj_363,inj,diffusion,LIDC-IDRI-0188,4,53,207,165
inj_364,inj,diffusion,LIDC-IDRI-0188,4,43,394,233
inj_366,inj,diffusion,LIDC-IDRI-0188,4,46,359,363
inj_368,inj,diffusion,LIDC-IDRI-0188,4,60,441,193
inj_369,inj,diffusion,LIDC-IDRI-0188,4,61,445,186
inj_370,inj,diffusion,LIDC-IDRI-0188,4,23,323,151
inj_371,inj,diffusion,LIDC-IDRI-0188,4,56,415,319
inj_372,inj,diffusion,LIDC-IDRI-0192,2,168,283,406
inj_373,inj,diffusion,LIDC-IDRI-0192,2,170,252,341
inj_374,inj,diffusion,LIDC-IDRI-0192,2,103,352,219
inj_375,inj,diffusion,LIDC-IDRI-0192,2,81,329,237
inj_376,inj,diffusion,LIDC-IDRI-0192,2,128,356,153
inj_377,inj,diffusion,LIDC-IDRI-0193,3,52,168,177
inj_378,inj,diffusion,LIDC-IDRI-0198,2,103,302,103
inj_379,inj,diffusion,LIDC-IDRI-0199,2,86,200,396
inj_38,inj,diffusion,LIDC-IDRI-0017,3000613,76,342,318
inj_380,inj,diffusion,LIDC-IDRI-0199,2,179,264,428
inj_381,inj,diffusion,LIDC-IDRI-0199,2,149,372,336
inj_382,inj,diffusion,LIDC-IDRI-0200,6,57,198,131
inj_383,inj,diffusion,LIDC-IDRI-0200,6,71,190,129
inj_384,inj,diffusion,LIDC-IDRI-0201,4,95,340,308
inj_387,inj,diffusion,LIDC-IDRI-0201,4,23,323,315
inj_388,inj,diffusion,LIDC-IDRI-0201,4,75,355,189
inj_389,inj,diffusion,LIDC-IDRI-0201,4,37,231,408
inj_39,inj,diffusion,LIDC-IDRI-0018,3000550,67,300,96
inj_391,inj,diffusion,LIDC-IDRI-0202,4,70,312,79
inj_393,inj,diffusion,LIDC-IDRI-0206,102,41,260,212
inj_395,inj,diffusion,LIDC-IDRI-0206,102,196,254,440
inj_396,inj,diffusion,LIDC-IDRI-0207,2,63,227,393
inj_397,inj,diffusion,LIDC-IDRI-0208,4,69,155,211
inj_398,inj,diffusion,LIDC-IDRI-0208,4,60,278,135
inj_399,inj,diffusion,LIDC-IDRI-0208,4,37,228,108
inj_40,inj,diffusion,LIDC-IDRI-0018,3000550,47,232,384
inj_400,inj,diffusion,LIDC-IDRI-0210,2,34,213,193
inj_401,inj,diffusion,LIDC-IDRI-0211,2,115,209,388
inj_402,inj,diffusion,LIDC-IDRI-0212,2,20,265,305
inj_403,inj,diffusion,LIDC-IDRI-0215,100,72,327,390
inj_406,inj,diffusion,LIDC-IDRI-0215,100,103,397,299
inj_407,inj,diffusion,LIDC-IDRI-0216,5,54,290,116
inj_408,inj,diffusion,LIDC-IDRI-0216,5,79,345,118
inj_409,inj,diffusion,LIDC-IDRI-0222,4,54,331,144
inj_41,inj,diffusion,LIDC-IDRI-0020,3000525,34,224,315
inj_410,inj,diffusion,LIDC-IDRI-0223,2,75,215,304
inj_411,inj,diffusion,LIDC-IDRI-0227,4,61,179,383
inj_412,inj,diffusion,LIDC-IDRI-0229,4,34,317,120
inj_413,inj,diffusion,LIDC-IDRI-0229,4,48,205,140
inj_414,inj,diffusion,LIDC-IDRI-0229,4,33,361,155
inj_415,inj,diffusion,LIDC-IDRI-0230,4,57,254,119
inj_416,inj,diffusion,LIDC-IDRI-0230,4,53,183,185
inj_417,inj,diffusion,LIDC-IDRI-0231,4,77,329,136
inj_418,inj,diffusion,LIDC-IDRI-0232,3,44,322,127
inj_419,inj,diffusion,LIDC-IDRI-0232,3,79,243,208
inj_42,inj,diffusion,LIDC-IDRI-0021,3000570,99,291,395
inj_420,inj,diffusion,LIDC-IDRI-0233,9,41,363,168
inj_421,inj,diffusion,LIDC-IDRI-0233,9,50,341,317
inj_425,inj,diffusion,LIDC-IDRI-0237,2,73,303,127
inj_426,inj,diffusion,LIDC-IDRI-0237,2,75,208,191
inj_427,inj,diffusion,LIDC-IDRI-0240,4,73,311,118
inj_428,inj,diffusion,LIDC-IDRI-0240,4,63,222,364
inj_429,inj,diffusion,LIDC-IDRI-0240,4,68,216,378
inj_43,inj,diffusion,LIDC-IDRI-0024,3000557,81,139,370
inj_430,inj,diffusion,LIDC-IDRI-0241,4,197,342,78
inj_433,inj,diffusion,LIDC-IDRI-0241,4,198,348,86
inj_434,inj,diffusion,LIDC-IDRI-0241,4,188,400,138
inj_435,inj,diffusion,LIDC-IDRI-0243,4,73,398,200
inj_437,inj,diffusion,LIDC-IDRI-0245,2,56,389,138
inj_438,inj,diffusion,LIDC-IDRI-0247,6,44,285,156
inj_440,inj,diffusion,LIDC-IDRI-0250,2,44,308,393
inj_441,inj,diffusion,LIDC-IDRI-0251,2,54,314,169
inj_443,inj,diffusion,LIDC-IDRI-0254,4,42,271,134
inj_445,inj,diffusion,LIDC-IDRI-0255,3,77,356,190
inj_446,inj,diffusion,LIDC-IDRI-0255,3,43,214,398
inj_447,inj,diffusion,LIDC-IDRI-0256,4,71,377,138
inj_449,inj,diffusion,LIDC-IDRI-0258,2,41,363,384
inj_45,inj,diffusion,LIDC-IDRI-0025,3000524,41,305,200
inj_450,inj,diffusion,LIDC-IDRI-0260,2,25,259,130
inj_451,inj,diffusion,LIDC-IDRI-0263,4,49,162,177
inj_453,inj,diffusion,LIDC-IDRI-0267,2,18,271,215
inj_455,inj,diffusion,LIDC-IDRI-0269,4,104,381,180
inj_456,inj,diffusion,LIDC-IDRI-0270,3,55,248,347
inj_457,inj,diffusion,LIDC-IDRI-0271,103,64,307,398
inj_458,inj,diffusion,LIDC-IDRI-0272,6,37,396,215
inj_459,inj,diffusion,LIDC-IDRI-0273,2,74,262,96
inj_46,inj,diffusion,LIDC-IDRI-0026,3000519,168,311,101
inj_460,inj,diffusion,LIDC-IDRI-0273,2,86,300,134
inj_461,inj,diffusion,LIDC-IDRI-0275,2,79,375,131
inj_462,inj,diffusion,LIDC-IDRI-0276,3,60,169,188
inj_463,inj,diffusion,LIDC-IDRI-0278,2,125,346,171
inj_464,inj,diffusion,LIDC-IDRI-0278,2,81,223,171
inj_466,inj,diffusion,LIDC-IDRI-0281,6,69,422,328
inj_468,inj,diffusion,LIDC-IDRI-0282,2,61,331,117
inj_469,inj,diffusion,LIDC-IDRI-0283,3,35,271,315
inj_470,inj,diffusion,LIDC-IDRI-0284,4,76,343,112
inj_471,inj,diffusion,LIDC-IDRI-0284,4,22,288,295
inj_472,inj,diffusion,LIDC-IDRI-0284,4,52,169,212
inj_474,inj,diffusion,LIDC-IDRI-0286,2,98,284,381
inj_475,inj,diffusion,LIDC-IDRI-0286,2,44,226,356
inj_476,inj,diffusion,LIDC-IDRI-0287,6,31,255,214
inj_477,inj,diffusion,LIDC-IDRI-0288,2,164,386,342
inj_478,inj,diffusion,LIDC-IDRI-0288,2,159,371,332
inj_479,inj,diffusion,LIDC-IDRI-0289,4,58,261,404
inj_48,inj,diffusion,LIDC-IDRI-0027,3000614,50,209,117
inj_481,inj,diffusion,LIDC-IDRI-0290,2,26,364,158
inj_483,inj,diffusion,LIDC-IDRI-0290,2,40,369,225
inj_484,inj,diffusion,LIDC-IDRI-0291,2,188,291,185
inj_485,inj,diffusion,LIDC-IDRI-0292,30796,300,352,418
inj_486,inj,diffusion,LIDC-IDRI-0294,3000019,79,425,97
inj_487,inj,diffusion,LIDC-IDRI-0297,1530,257,138,128
inj_489,inj,diffusion,LIDC-IDRI-0298,3000663,50,345,183
inj_49,inj,diffusion,LIDC-IDRI-0027,3000614,42,268,334
inj_492,inj,diffusion,LIDC-IDRI-0298,3000663,78,327,297
inj_493,inj,diffusion,LIDC-IDRI-0298,3000663,107,286,321
inj_494,inj,diffusion,LIDC-IDRI-0298,3000663,37,294,380
inj_495,inj,diffusion,LIDC-IDRI-0299,31061,173,287,108
inj_496,inj,diffusion,LIDC-IDRI-0299,31061,87,273,241
inj_497,inj,diffusion,LIDC-IDRI-0299,31061,150,321,231
inj_498,inj,diffusion,LIDC-IDRI-0299,31061,83,333,163
inj_499,inj,diffusion,LIDC-IDRI-0299,31061,101,303,227
inj_5,inj,diffusion,LIDC-IDRI-0006,3000556,79,345,196
inj_50,inj,diffusion,LIDC-IDRI-0027,3000614,15,298,163
inj_500,inj,diffusion,LIDC-IDRI-0300,3000658,198,159,86
inj_501,inj,diffusion,LIDC-IDRI-0301,30805,345,338,164
inj_502,inj,diffusion,LIDC-IDRI-0301,30805,295,182,178
inj_503,inj,diffusion,LIDC-IDRI-0302,30773,190,365,188
inj_505,inj,diffusion,LIDC-IDRI-0305,2,60,158,267
inj_506,inj,diffusion,LIDC-IDRI-0305,2,51,359,198
inj_507,inj,diffusion,LIDC-IDRI-0308,32236,283,220,415
inj_508,inj,diffusion,LIDC-IDRI-0309,3000284,116,132,380
inj_51,inj,diffusion,LIDC-IDRI-0027,3000614,50,370,296
inj_510,inj,diffusion,LIDC-IDRI-0309,3000284,35,212,134
inj_511,inj,diffusion,LIDC-IDRI-0309,3000284,22,322,211
inj_512,inj,diffusion,LIDC-IDRI-0312,2,178,396,425
inj_513,inj,diffusion,LIDC-IDRI-0312,2,133,206,434
inj_514,inj,diffusion,LIDC-IDRI-0312,2,198,394,109
inj_52,inj,diffusion,LIDC-IDRI-0027,3000614,21,340,327
inj_527,inj,diffusion,LIDC-IDRI-0319,3000030,154,234,463
inj_528,inj,diffusion,LIDC-IDRI-0320,3000044,136,251,473
inj_53,inj,diffusion,LIDC-IDRI-0030,3000576,37,370,232
inj_531,inj,diffusion,LIDC-IDRI-0321,2,94,302,387
inj_532,inj,diffusion,LIDC-IDRI-0321,2,133,400,165
inj_536,inj,diffusion,LIDC-IDRI-0324,3000000,36,338,356
inj_537,inj,diffusion,LIDC-IDRI-0324,3000000,115,135,117
inj_538,inj,diffusion,LIDC-IDRI-0326,2,169,305,421
inj_539,inj,diffusion,LIDC-IDRI-0326,2,172,300,425
inj_54,inj,diffusion,LIDC-IDRI-0030,3000576,69,311,417
inj_540,inj,diffusion,LIDC-IDRI-0328,31206,280,301,92
inj_541,inj,diffusion,LIDC-IDRI-0328,31206,194,212,444
inj_545,inj,diffusion,LIDC-IDRI-0332,30078,64,313,105
inj_546,inj,diffusion,LIDC-IDRI-0332,30078,43,338,127
inj_547,inj,diffusion,LIDC-IDRI-0332,30078,63,299,104
inj_55,inj,diffusion,LIDC-IDRI-0031,3000608,20,361,191
inj_558,inj,diffusion,LIDC-IDRI-0335,30054,226,315,448
inj_559,inj,diffusion,LIDC-IDRI-0335,30054,218,356,113
inj_560,inj,diffusion,LIDC-IDRI-0335,30054,66,348,349
inj_561,inj,diffusion,LIDC-IDRI-0338,30059,138,342,117
inj_564,inj,diffusion,LIDC-IDRI-0341,2,166,308,432
inj_566,inj,diffusion,LIDC-IDRI-0341,2,138,171,97
inj_567,inj,diffusion,LIDC-IDRI-0341,2,113,397,295
inj_568,inj,diffusion,LIDC-IDRI-0341,2,171,230,56
inj_569,inj,diffusion,LIDC-IDRI-0341,2,152,319,394
inj_57,inj,diffusion,LIDC-IDRI-0031,3000608,77,339,372
inj_571,inj,diffusion,LIDC-IDRI-0344,1780,196,390,150
inj_572,inj,diffusion,LIDC-IDRI-0344,1780,142,367,130
inj_573,inj,diffusion,LIDC-IDRI-0344,1780,333,220,55
inj_575,inj,diffusion,LIDC-IDRI-0345,3000635,129,285,84
inj_58,inj,diffusion,LIDC-IDRI-0033,3000546,31,327,388
inj_582,inj,diffusion,LIDC-IDRI-0348,30086,77,321,390
inj_587,inj,diffusion,LIDC-IDRI-0352,30061,66,307,291
inj_588,inj,diffusion,LIDC-IDRI-0352,30061,74,279,104
inj_589,inj,diffusion,LIDC-IDRI-0353,2,153,181,149
inj_59,inj,diffusion,LIDC-IDRI-0034,3000516,168,271,460
inj_590,inj,diffusion,LIDC-IDRI-0353,2,176,343,145
inj_592,inj,diffusion,LIDC-IDRI-0356,3000294,101,333,82
inj_593,inj,diffusion,LIDC-IDRI-0356,3000294,133,344,456
inj_594,inj,diffusion,LIDC-IDRI-0356,3000294,46,220,119
inj_595,inj,diffusion,LIDC-IDRI-0356,3000294,117,266,70
inj_596,inj,diffusion,LIDC-IDRI-0356,3000294,128,229,463
inj_597,inj,diffusion,LIDC-IDRI-0356,3000294,127,239,456
inj_598,inj,diffusion,LIDC-IDRI-0356,3000294,119,387,438
inj_599,inj,diffusion,LIDC-IDRI-0356,3000294,79,294,434
inj_6,inj,diffusion,LIDC-IDRI-0006,3000556,65,338,397
inj_60,inj,diffusion,LIDC-IDRI-0035,3000582,18,345,304
inj_601,inj,diffusion,LIDC-IDRI-0358,5924,93,211,113
inj_602,inj,diffusion,LIDC-IDRI-0358,5924,175,237,161
inj_603,inj,diffusion,LIDC-IDRI-0358,5924,180,128,364
inj_604,inj,diffusion,LIDC-IDRI-0358,5924,238,100,381
inj_606,inj,diffusion,LIDC-IDRI-0358,5924,244,148,421
inj_607,inj,diffusion,LIDC-IDRI-0358,5924,236,177,306
inj_608,inj,diffusion,LIDC-IDRI-0358,5924,262,328,125
inj_612,inj,diffusion,LIDC-IDRI-0362,3000048,59,232,410
inj_613,inj,diffusion,LIDC-IDRI-0363,2,150,199,114
inj_618,inj,diffusion,LIDC-IDRI-0370,30298,281,323,421
inj_62,inj,diffusion,LIDC-IDRI-0037,3000573,34,368,382
inj_620,inj,diffusion,LIDC-IDRI-0371,30847,360,307,468
inj_621,inj,diffusion,LIDC-IDRI-0372,2,169,265,425
inj_622,inj,diffusion,LIDC-IDRI-0372,2,200,361,188
inj_623,inj,diffusion,LIDC-IDRI-0373,30711,283,341,79
inj_624,inj,diffusion,LIDC-IDRI-0374,2,109,198,183
inj_625,inj,diffusion,LIDC-IDRI-0374,2,159,295,454
inj_626,inj,diffusion,LIDC-IDRI-0374,2,139,317,86
inj_627,inj,diffusion,LIDC-IDRI-0375,30472,237,188,162
inj_628,inj,diffusion,LIDC-IDRI-0375,30472,221,185,179
inj_629,inj,diffusion,LIDC-IDRI-0376,31038,354,347,418
inj_630,inj,diffusion,LIDC-IDRI-0376,31038,381,146,134
inj_631,inj,diffusion,LIDC-IDRI-0377,30970,82,328,359
inj_632,inj,diffusion,LIDC-IDRI-0377,30970,74,164,360
inj_638,inj,diffusion,LIDC-IDRI-0380,3000012,58,264,101
inj_639,inj,diffusion,LIDC-IDRI-0380,3000012,84,291,98
inj_64,inj,diffusion,LIDC-IDRI-0039,3000517,158,272,150
inj_641,inj,diffusion,LIDC-IDRI-0384,30918,44,302,200
inj_642,inj,diffusion,LIDC-IDRI-0384,30918,169,197,171
inj_643,inj,diffusion,LIDC-IDRI-0384,30918,127,306,392
inj_644,inj,diffusion,LIDC-IDRI-0386,30781,243,304,131
inj_645,inj,diffusion,LIDC-IDRI-0386,30781,198,333,194
inj_646,inj,diffusion,LIDC-IDRI-0386,30781,147,224,164
inj_647,inj,diffusion,LIDC-IDRI-0386,30781,211,374,157
inj_648,inj,diffusion,LIDC-IDRI-0386,30781,389,369,140
inj_649,inj,diffusion,LIDC-IDRI-0386,30781,116,233,394
inj_65,inj,diffusion,LIDC-IDRI-0039,3000517,148,304,257
inj_651,inj,diffusion,LIDC-IDRI-0388,3000685,110,214,101
inj_652,inj,diffusion,LIDC-IDRI-0388,3000685,108,255,96
inj_653,inj,diffusion,LIDC-IDRI-0388,3000685,57,298,94
inj_66,inj,diffusion,LIDC-IDRI-0039,3000517,117,372,243
inj_662,inj,diffusion,LIDC-IDRI-0393,30887,185,370,311
inj_67,inj,diffusion,LIDC-IDRI-0039,3000517,162,306,156
inj_675,inj,diffusion,LIDC-IDRI-0397,31211,168,305,125
inj_676,inj,diffusion,LIDC-IDRI-0397,31211,92,264,126
inj_678,inj,diffusion,LIDC-IDRI-0398,30075,122,380,364
inj_679,inj,diffusion,LIDC-IDRI-0398,30075,162,297,414
inj_68,inj,diffusion,LIDC-IDRI-0039,3000517,106,212,212
inj_680,inj,diffusion,LIDC-IDRI-0398,30075,113,320,150
inj_681,inj,diffusion,LIDC-IDRI-0398,30075,35,258,360
inj_683,inj,diffusion,LIDC-IDRI-0398,30075,93,225,184
inj_685,inj,diffusion,LIDC-IDRI-0398,30075,132,348,354
inj_686,inj,diffusion,LIDC-IDRI-0398,30075,67,254,390
inj_688,inj,diffusion,LIDC-IDRI-0398,30075,49,253,332
inj_689,inj,diffusion,LIDC-IDRI-0398,30075,119,328,169
inj_69,inj,diffusion,LIDC-IDRI-0040,3000578,54,236,125
inj_690,inj,diffusion,LIDC-IDRI-0399,2,123,163,180
inj_691,inj,diffusion,LIDC-IDRI-0399,2,84,334,410
inj_693,inj,diffusion,LIDC-IDRI-0400,3000013,131,224,62
inj_694,inj,diffusion,LIDC-IDRI-0400,3000013,107,164,405
inj_697,inj,diffusion,LIDC-IDRI-0402,2,163,254,449
inj_698,inj,diffusion,LIDC-IDRI-0402,2,61,235,337
inj_699,inj,diffusion,LIDC-IDRI-0402,2,51,344,166
inj_7,inj,diffusion,LIDC-IDRI-0006,3000556,49,362,376
inj_70,inj,diffusion,LIDC-IDRI-0040,3000578,87,437,175
inj_700,inj,diffusion,LIDC-IDRI-0402,2,168,269,452
inj_702,inj,diffusion,LIDC-IDRI-0402,2,56,320,196
inj_703,inj,diffusion,LIDC-IDRI-0402,2,101,308,403
inj_704,inj,diffusion,LIDC-IDRI-0402,2,191,331,131
inj_705,inj,diffusion,LIDC-IDRI-0403,5480,182,434,156
inj_706,inj,diffusion,LIDC-IDRI-0404,30045,108,243,168
inj_707,inj,diffusion,LIDC-IDRI-0404,30045,118,373,153
inj_708,inj,diffusion,LIDC-IDRI-0404,30045,67,347,157
inj_71,inj,diffusion,LIDC-IDRI-0040,3000578,78,393,105
inj_710,inj,diffusion,LIDC-IDRI-0405,30078,152,205,133
inj_711,inj,diffusion,LIDC-IDRI-0405,30078,193,303,177
inj_712,inj,diffusion,LIDC-IDRI-0405,30078,44,386,362
inj_713,inj,diffusion,LIDC-IDRI-0406,32142,394,348,173
inj_714,inj,diffusion,LIDC-IDRI-0406,32142,218,389,108
inj_715,inj,diffusion,LIDC-IDRI-0406,32142,68,372,319
inj_717,inj,diffusion,LIDC-IDRI-0407,3000004,89,210,217
inj_718,inj,diffusion,LIDC-IDRI-0407,3000004,82,212,406
inj_719,inj,diffusion,LIDC-IDRI-0408,2,162,282,432
inj_72,inj,diffusion,LIDC-IDRI-0040,3000578,77,376,132
inj_720,inj,diffusion,LIDC-IDRI-0408,2,133,193,124
inj_721,inj,diffusion,LIDC-IDRI-0408,2,165,362,398
inj_722,inj,diffusion,LIDC-IDRI-0409,30082,113,108,341
